media_id,media_type,file_name,file_path,file_size,search_confidence,height,width,url,cluster_id,captions,image_labels,object_labels,issues
44076201-ad1a-4100-8f49-78e2ef61fb93,image,healthy_train.162.jpg,healthy_train.162.jpg,70.24KB,0.2680609791349635,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/44076201-ad1a-4100-8f49-78e2ef61fb93,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[36, 0, 421, 500]; person[1, 387, 237, 113]",mislabels:angular_leaf_spot(0.250)
9ad701e9-5a56-46af-b830-2307ae7c15bc,image,healthy_train.165.jpg,healthy_train.165.jpg,63.98KB,0.287776592653873,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/9ad701e9-5a56-46af-b830-2307ae7c15bc,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"person[1, 347, 296, 153]",mislabels:bean_rust(0.236)
3b8318f1-bf0d-431c-aa77-54a37e8733e1,image,healthy_train.185.jpg,healthy_train.185.jpg,57.91KB,0.2578547500272358,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/3b8318f1-bf0d-431c-aa77-54a37e8733e1,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"plant[1, 49, 386, 451]",mislabels:angular_leaf_spot(0.249)
a44fe372-f4e1-4076-b260-d6eae6cc2d07,image,healthy_train.186.jpg,healthy_train.186.jpg,60.13KB,0.28730323966493654,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/a44fe372-f4e1-4076-b260-d6eae6cc2d07,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[109, 1, 386, 485]; person[1, 353, 293, 147]",mislabels:bean_rust(0.223)
af965a09-fecb-42fb-9375-e2aa81e178e4,image,healthy_train.2.jpg,healthy_train.2.jpg,66.58KB,0.27487183898119516,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/af965a09-fecb-42fb-9375-e2aa81e178e4,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[17, 0, 383, 411]; person[0, 317, 282, 183]",mislabels:angular_leaf_spot(0.265)
a21687aa-1fcc-4197-9d83-e3834a59166b,image,healthy_train.20.jpg,healthy_train.20.jpg,58.77KB,0.27767257375750665,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/a21687aa-1fcc-4197-9d83-e3834a59166b,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[9, 0, 400, 465]; person[1, 349, 242, 150]",mislabels:bean_rust(0.231)
dd794417-f356-4b60-8b41-f4d548736844,image,healthy_train.200.jpg,healthy_train.200.jpg,73.56KB,0.2852810481276046,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/dd794417-f356-4b60-8b41-f4d548736844,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[1, 0, 472, 499]",mislabels:bean_rust(0.247)
8c0913b7-76fe-4acb-996c-5fde6b27a056,image,healthy_train.203.jpg,healthy_train.203.jpg,70.09KB,0.27324209277620737,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/8c0913b7-76fe-4acb-996c-5fde6b27a056,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"person[0, 223, 479, 277]; plant[56, 0, 393, 498]",mislabels:bean_rust(0.228)
40256f17-d6af-4b1f-9ba2-9ebf9d1a62be,image,healthy_train.214.jpg,healthy_train.214.jpg,66.92KB,0.23616934904373632,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/40256f17-d6af-4b1f-9ba2-9ebf9d1a62be,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"person[1, 321, 346, 179]",mislabels:(0.000)
caaf1679-4a27-4a86-b61e-248935b472d5,image,healthy_train.219.jpg,healthy_train.219.jpg,65.16KB,0.2850657862063921,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/caaf1679-4a27-4a86-b61e-248935b472d5,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[85, 0, 320, 471]; person[0, 345, 232, 155]",mislabels:angular_leaf_spot(0.250)
66040081-ab86-4615-9f80-4838ae9f754b,image,healthy_train.224.jpg,healthy_train.224.jpg,60.96KB,0.2748771540388657,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/66040081-ab86-4615-9f80-4838ae9f754b,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a green leaf in front of a plant,healthy(User),"plant[5, 1, 486, 498]",mislabels:bean_rust(0.247)
49df552a-417e-4ce0-84ff-6036afbe823a,image,healthy_train.268.jpg,healthy_train.268.jpg,62.35KB,0.2638333863741922,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/49df552a-417e-4ce0-84ff-6036afbe823a,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"person[1, 399, 376, 101]",mislabels:angular_leaf_spot(0.230)
1f9a25ee-c389-4776-8c4b-a97e66c4a6ec,image,healthy_train.281.jpg,healthy_train.281.jpg,68.01KB,0.29060672447393887,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/1f9a25ee-c389-4776-8c4b-a97e66c4a6ec,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green center,healthy(User),"plant[15, 0, 445, 470]; person[0, 230, 306, 269]",mislabels:(0.000)
261604c2-df24-4c1a-a84b-7c9fc14d4b74,image,healthy_train.284.jpg,healthy_train.284.jpg,58.70KB,0.27058442883819966,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/261604c2-df24-4c1a-a84b-7c9fc14d4b74,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"person[1, 62, 375, 437]",mislabels:angular_leaf_spot(0.227)
2752e485-b1ac-422d-9f8d-da3fd20ced92,image,healthy_train.297.jpg,healthy_train.297.jpg,53.02KB,0.288928179774146,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/2752e485-b1ac-422d-9f8d-da3fd20ced92,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[75, 0, 358, 474]; person[0, 378, 253, 121]",mislabels:bean_rust(0.214)
1b35bd38-2926-4eee-8b40-a3791c2044b6,image,healthy_train.328.jpg,healthy_train.328.jpg,66.01KB,0.2711208051850984,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/1b35bd38-2926-4eee-8b40-a3791c2044b6,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[2, 0, 403, 488]; person[1, 426, 272, 73]",mislabels:(0.000)
7ff73103-2e9b-48e7-b962-550020d8ba74,image,healthy_train.33.jpg,healthy_train.33.jpg,59.76KB,0.2860281766004039,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/7ff73103-2e9b-48e7-b962-550020d8ba74,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[41, 0, 353, 469]; person[0, 352, 187, 147]",mislabels:angular_leaf_spot(0.219)
0a1c0ca4-f172-4acf-9e75-20ebd8c1c650,image,healthy_train.333.jpg,healthy_train.333.jpg,59.29KB,0.24631192408431057,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/0a1c0ca4-f172-4acf-9e75-20ebd8c1c650,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[10, 0, 341, 454]; person[0, 429, 243, 71]",mislabels:bean_rust(0.247)
0f99a454-d943-4b34-8bf0-f62e9f4b71ae,image,healthy_train.49.jpg,healthy_train.49.jpg,57.31KB,0.2783125423133235,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/0f99a454-d943-4b34-8bf0-f62e9f4b71ae,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[51, 0, 370, 469]; person[0, 376, 307, 124]",mislabels:angular_leaf_spot(0.223)
57d6427f-9f00-4ce5-9c0c-87d5f38b0d91,image,healthy_train.53.jpg,healthy_train.53.jpg,66.53KB,0.2653253769639422,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/57d6427f-9f00-4ce5-9c0c-87d5f38b0d91,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[56, 0, 346, 376]; person[1, 350, 327, 150]",mislabels:angular_leaf_spot(0.255)
3ffeaa64-6fec-4358-9d28-7ed813c0ebd9,image,healthy_train.59.jpg,healthy_train.59.jpg,70.66KB,0.21363010184888276,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/3ffeaa64-6fec-4358-9d28-7ed813c0ebd9,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"plant[2, 42, 468, 457]; person[0, 447, 212, 53]",mislabels:bean_rust(0.234)
50bac8f7-fd30-4fc1-9fa5-e2815bb0f1e7,image,healthy_train.63.jpg,healthy_train.63.jpg,55.93KB,0.28969404758154904,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/50bac8f7-fd30-4fc1-9fa5-e2815bb0f1e7,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field of green plants,healthy(User),,mislabels:bean_rust(0.258)
23d93a85-ec80-45b1-bee0-a8b91c04710d,image,healthy_train.97.jpg,healthy_train.97.jpg,57.63KB,0.2939159586229414,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/23d93a85-ec80-45b1-bee0-a8b91c04710d,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a large green leaf,healthy(User),"plant[6, 0, 484, 500]",mislabels:bean_rust(0.218)
9c5c9705-815e-4513-9f3b-40436fb92c3c,image,healthy_train.99.jpg,healthy_train.99.jpg,52.16KB,0.2993817789391481,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/9c5c9705-815e-4513-9f3b-40436fb92c3c,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[1, 42, 401, 457]; person[0, 343, 69, 157]",mislabels:bean_rust(0.240)
3869f85a-08e8-4b90-b3d0-b95502aaaef9,image,healthy_val.39.jpg,healthy_val.39.jpg,69.88KB,0.28953078799476073,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/3869f85a-08e8-4b90-b3d0-b95502aaaef9,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[0, 1, 479, 498]; person[29, 403, 331, 96]; shoe[30, 389, 97, 109]",mislabels:bean_rust(0.230)
024f82e1-a9e0-472d-8bf8-b84ea59cbb5d,image,healthy_test.18.jpg,healthy_test.18.jpg,48.96KB,0.21064129309199042,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/024f82e1-a9e0-472d-8bf8-b84ea59cbb5d,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a green leaf on a plant,healthy(User),,mislabels:angular_leaf_spot(0.229)
287d7c2d-cd97-4885-bcfd-eb972d7a5140,image,healthy_test.24.jpg,healthy_test.24.jpg,58.87KB,0.2753698339504691,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/287d7c2d-cd97-4885-bcfd-eb972d7a5140,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a green leaf with brown spots,healthy(User),"plant[5, 1, 495, 499]",mislabels:angular_leaf_spot(0.234)
027c462a-a9c1-4e5b-90c9-c34e79ad84cf,image,healthy_test.32.jpg,healthy_test.32.jpg,72.52KB,0.2903897712706216,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/027c462a-a9c1-4e5b-90c9-c34e79ad84cf,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a green leaf on a plant,healthy(User),"plant[47, 32, 453, 468]",mislabels:angular_leaf_spot(0.249)
1e420db8-4a0c-453c-825c-4950bf1e3415,image,healthy_train.0.jpg,healthy_train.0.jpg,60.64KB,0.24421797133505252,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/1e420db8-4a0c-453c-825c-4950bf1e3415,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a green leaf on a plant,healthy(User),"plant[2, 32, 443, 468]",mislabels:bean_rust(0.260)
f73ccb11-c6d0-4dee-a620-4532930c6df2,image,healthy_train.10.jpg,healthy_train.10.jpg,44.53KB,0.2609002873056475,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/f73ccb11-c6d0-4dee-a620-4532930c6df2,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a green leaf on a plant,healthy(User),"plant[38, 1, 458, 499]",mislabels:angular_leaf_spot(0.222)
5ffce78e-b403-43cd-8237-db4103df80a7,image,healthy_train.100.jpg,healthy_train.100.jpg,53.15KB,0.2564837955935583,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/5ffce78e-b403-43cd-8237-db4103df80a7,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a green leaf on a plant,healthy(User),"plant[26, 77, 428, 422]",mislabels:bean_rust(0.281)
7cca7c86-3c1d-4edb-a76d-f065af928105,image,healthy_train.104.jpg,healthy_train.104.jpg,61.92KB,0.27090519009785086,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/7cca7c86-3c1d-4edb-a76d-f065af928105,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a green leaf on a plant,healthy(User),"plant[28, 84, 414, 416]",mislabels:(0.000)
9926e0f5-2b71-4a4a-a668-0b52666450c9,image,healthy_train.107.jpg,healthy_train.107.jpg,48.19KB,0.28860633098353683,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/9926e0f5-2b71-4a4a-a668-0b52666450c9,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with green leaves,healthy(User),"plant[3, 4, 444, 495]",mislabels:bean_rust(0.257)
5680aaba-f5a3-4779-b814-80b9ddc508e9,image,healthy_train.11.jpg,healthy_train.11.jpg,63.20KB,0.28218574555129894,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/5680aaba-f5a3-4779-b814-80b9ddc508e9,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf on a plant,healthy(User),"plant[14, 61, 462, 438]",mislabels:angular_leaf_spot(0.230)
2563dfdd-bf1e-43e7-9246-2be605490f20,image,healthy_train.157.jpg,healthy_train.157.jpg,68.27KB,0.2842021908032183,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/2563dfdd-bf1e-43e7-9246-2be605490f20,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with green leaves,healthy(User),"plant[44, 8, 414, 492]",mislabels:angular_leaf_spot(0.241)
e8359093-29eb-46b8-b01a-1d15cf00ef28,image,healthy_train.173.jpg,healthy_train.173.jpg,59.67KB,0.27046182338219293,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/e8359093-29eb-46b8-b01a-1d15cf00ef28,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with green leaves,healthy(User),"plant[0, 0, 478, 500]",mislabels:angular_leaf_spot(0.254)
c79ed098-a7c1-4ec7-8b7a-462354a5dfa8,image,healthy_train.181.jpg,healthy_train.181.jpg,78.49KB,0.29671579082363597,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/c79ed098-a7c1-4ec7-8b7a-462354a5dfa8,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf on a plant,healthy(User),"plant[0, 0, 495, 499]",mislabels:angular_leaf_spot(0.254)
9e69aaa4-2d6c-4b11-b64c-acdc70947d08,image,healthy_train.193.jpg,healthy_train.193.jpg,56.21KB,0.2515838154180362,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/9e69aaa4-2d6c-4b11-b64c-acdc70947d08,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a plant with green leaves,healthy(User),"plant[2, 7, 495, 493]",mislabels:bean_rust(0.244)
6ab0c403-c380-4921-8734-c895ef075afc,image,healthy_train.194.jpg,healthy_train.194.jpg,64.56KB,0.2707596572484422,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/6ab0c403-c380-4921-8734-c895ef075afc,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with yellow spots,healthy(User),"plant[2, 0, 452, 499]",mislabels:angular_leaf_spot(0.248)
a27c7d22-dcc0-4702-90c3-24a4982c3c50,image,healthy_train.211.jpg,healthy_train.211.jpg,61.56KB,0.23359084781565964,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/a27c7d22-dcc0-4702-90c3-24a4982c3c50,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a green leaf on a plant,healthy(User),"plant[64, 116, 388, 384]",mislabels:bean_rust(0.225)
0f6fec21-2328-4750-a315-220885093227,image,healthy_train.226.jpg,healthy_train.226.jpg,62.61KB,0.2620919549007079,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/0f6fec21-2328-4750-a315-220885093227,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf on a plant,healthy(User),"plant[27, 2, 444, 497]",mislabels:angular_leaf_spot(0.221)
f251172a-0153-40a7-96c3-9b327cb2e792,image,healthy_train.275.jpg,healthy_train.275.jpg,82.35KB,0.2825236752120718,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/f251172a-0153-40a7-96c3-9b327cb2e792,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with green leaves,healthy(User),"plant[0, 0, 499, 499]",mislabels:angular_leaf_spot(0.206)
42ae1540-98ca-4043-aca6-68354a6738ce,image,healthy_train.280.jpg,healthy_train.280.jpg,55.34KB,0.25320019442858044,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/42ae1540-98ca-4043-aca6-68354a6738ce,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with green leaves,healthy(User),"plant[17, 45, 409, 454]",mislabels:bean_rust(0.228)
674b0eb4-7c0e-474d-bace-380bf55c1134,image,healthy_train.296.jpg,healthy_train.296.jpg,69.25KB,0.297537681929231,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/674b0eb4-7c0e-474d-bace-380bf55c1134,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with green leaves,healthy(User),"plant[23, 63, 451, 436]",mislabels:angular_leaf_spot(0.239)
01c10098-0a9f-4e96-b2da-2bfcbeb0330c,image,healthy_train.309.jpg,healthy_train.309.jpg,58.16KB,0.29558794444411374,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/01c10098-0a9f-4e96-b2da-2bfcbeb0330c,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with green leaves,healthy(User),"plant[1, 0, 481, 500]",mislabels:angular_leaf_spot(0.240)
8076cb6d-ff4f-48a9-a55b-3d0cc891e117,image,healthy_train.318.jpg,healthy_train.318.jpg,57.46KB,0.19985602828488402,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/8076cb6d-ff4f-48a9-a55b-3d0cc891e117,0870dc26-5c20-4246-909d-5f990fe95dfa,a hand holding a green leaf in the dirt,healthy(User),"plant[6, 30, 480, 469]",mislabels:bean_rust(0.246)
f92eb330-8d53-4474-89a1-5fb4ee2151c0,image,healthy_train.319.jpg,healthy_train.319.jpg,59.17KB,0.25027941280275345,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/f92eb330-8d53-4474-89a1-5fb4ee2151c0,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with green leaves,healthy(User),"plant[43, 26, 404, 473]",mislabels:angular_leaf_spot(0.238)
fa459856-c239-4831-b570-53c1a02739b4,image,healthy_train.335.jpg,healthy_train.335.jpg,50.74KB,0.2607805198888533,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/fa459856-c239-4831-b570-53c1a02739b4,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with a green stem,healthy(User),"plant[1, 48, 466, 451]",mislabels:angular_leaf_spot(0.240)
af4d5579-14ec-445e-a431-83cb5f8c430c,image,healthy_train.4.jpg,healthy_train.4.jpg,51.20KB,0.29516062409301,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/af4d5579-14ec-445e-a431-83cb5f8c430c,0870dc26-5c20-4246-909d-5f990fe95dfa,a close up of a leaf with a yellow flower,healthy(User),"plant[56, 55, 424, 445]",mislabels:angular_leaf_spot(0.200)
