media_id,media_type,file_name,file_path,file_size,height,width,url,cluster_id,captions,image_labels,object_labels,issues
95897f20-24ea-40e3-9239-0d07bcadc0b6,image,healthy_train.131.jpg,healthy_train.131.jpg,64.48KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/95897f20-24ea-40e3-9239-0d07bcadc0b6,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a green leaf in front of a field,healthy(User),"person[0, 182, 364, 317]",mislabels:angular_leaf_spot(0.235)
a88d87ac-6bdd-4343-a1fe-5b28b2d2ade7,image,healthy_train.141.jpg,healthy_train.141.jpg,67.86KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/a88d87ac-6bdd-4343-a1fe-5b28b2d2ade7,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"plant[31, 30, 362, 411]; person[1, 405, 303, 95]",mislabels:angular_leaf_spot(0.251)
1f2785e3-c15d-488a-bdb6-27e641a54341,image,healthy_train.143.jpg,healthy_train.143.jpg,69.81KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/1f2785e3-c15d-488a-bdb6-27e641a54341,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"plant[54, 1, 386, 474]; person[1, 384, 222, 116]",mislabels:(0.000)
d29fb3e2-db69-46ec-8d63-0ff392adcd68,image,healthy_train.145.jpg,healthy_train.145.jpg,69.73KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/d29fb3e2-db69-46ec-8d63-0ff392adcd68,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"plant[46, 90, 443, 409]; person[0, 415, 268, 85]",mislabels:angular_leaf_spot(0.223)
7037d15d-a4bb-40a5-a0db-9b9655c3a4cf,image,healthy_train.158.jpg,healthy_train.158.jpg,69.88KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/7037d15d-a4bb-40a5-a0db-9b9655c3a4cf,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[1, 0, 434, 436]; person[1, 364, 284, 135]",mislabels:angular_leaf_spot(0.229)
358bd563-9287-4176-9588-42e1c09d9ace,image,healthy_train.159.jpg,healthy_train.159.jpg,75.34KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/358bd563-9287-4176-9588-42e1c09d9ace,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green spot on it,healthy(User),"plant[2, 0, 497, 499]; person[1, 349, 153, 151]",mislabels:bean_rust(0.231)
44076201-ad1a-4100-8f49-78e2ef61fb93,image,healthy_train.162.jpg,healthy_train.162.jpg,70.24KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/44076201-ad1a-4100-8f49-78e2ef61fb93,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[36, 0, 421, 500]; person[1, 387, 237, 113]",mislabels:angular_leaf_spot(0.250)
9ad701e9-5a56-46af-b830-2307ae7c15bc,image,healthy_train.165.jpg,healthy_train.165.jpg,63.98KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/9ad701e9-5a56-46af-b830-2307ae7c15bc,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"person[1, 347, 296, 153]",mislabels:bean_rust(0.236)
43e99aa2-ca30-45cd-815c-2fdc5d91409a,image,healthy_train.177.jpg,healthy_train.177.jpg,60.03KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/43e99aa2-ca30-45cd-815c-2fdc5d91409a,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[70, 1, 430, 450]; person[0, 376, 311, 123]",mislabels:bean_rust(0.216)
62736ac2-19df-4bd8-9220-8e97428af517,image,healthy_train.178.jpg,healthy_train.178.jpg,70.25KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/62736ac2-19df-4bd8-9220-8e97428af517,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[3, 0, 436, 433]; person[35, 404, 346, 95]",mislabels:(0.000)
3b8318f1-bf0d-431c-aa77-54a37e8733e1,image,healthy_train.185.jpg,healthy_train.185.jpg,57.91KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/3b8318f1-bf0d-431c-aa77-54a37e8733e1,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"plant[1, 49, 386, 451]",mislabels:angular_leaf_spot(0.249)
a44fe372-f4e1-4076-b260-d6eae6cc2d07,image,healthy_train.186.jpg,healthy_train.186.jpg,60.13KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/a44fe372-f4e1-4076-b260-d6eae6cc2d07,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[109, 1, 386, 485]; person[1, 353, 293, 147]",mislabels:bean_rust(0.223)
af965a09-fecb-42fb-9375-e2aa81e178e4,image,healthy_train.2.jpg,healthy_train.2.jpg,66.58KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/af965a09-fecb-42fb-9375-e2aa81e178e4,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[17, 0, 383, 411]; person[0, 317, 282, 183]",mislabels:angular_leaf_spot(0.265)
a21687aa-1fcc-4197-9d83-e3834a59166b,image,healthy_train.20.jpg,healthy_train.20.jpg,58.77KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/a21687aa-1fcc-4197-9d83-e3834a59166b,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[9, 0, 400, 465]; person[1, 349, 242, 150]",mislabels:bean_rust(0.231)
dd794417-f356-4b60-8b41-f4d548736844,image,healthy_train.200.jpg,healthy_train.200.jpg,73.56KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/dd794417-f356-4b60-8b41-f4d548736844,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[1, 0, 472, 499]",mislabels:bean_rust(0.247)
8c0913b7-76fe-4acb-996c-5fde6b27a056,image,healthy_train.203.jpg,healthy_train.203.jpg,70.09KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/8c0913b7-76fe-4acb-996c-5fde6b27a056,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"person[0, 223, 479, 277]; plant[56, 0, 393, 498]",mislabels:bean_rust(0.228)
40256f17-d6af-4b1f-9ba2-9ebf9d1a62be,image,healthy_train.214.jpg,healthy_train.214.jpg,66.92KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/40256f17-d6af-4b1f-9ba2-9ebf9d1a62be,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"person[1, 321, 346, 179]",mislabels:(0.000)
caaf1679-4a27-4a86-b61e-248935b472d5,image,healthy_train.219.jpg,healthy_train.219.jpg,65.16KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/caaf1679-4a27-4a86-b61e-248935b472d5,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[85, 0, 320, 471]; person[0, 345, 232, 155]",mislabels:angular_leaf_spot(0.250)
66040081-ab86-4615-9f80-4838ae9f754b,image,healthy_train.224.jpg,healthy_train.224.jpg,60.96KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/66040081-ab86-4615-9f80-4838ae9f754b,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a green leaf in front of a plant,healthy(User),"plant[5, 1, 486, 498]",mislabels:bean_rust(0.247)
957806b6-d104-4a62-b246-6c6f12e389c6,image,healthy_train.236.jpg,healthy_train.236.jpg,55.18KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/957806b6-d104-4a62-b246-6c6f12e389c6,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a green leaf in front of a plant,healthy(User),"plant[1, 0, 490, 498]; person[1, 390, 164, 110]",mislabels:bean_rust(0.210)
e8aa209d-71ce-4a72-936e-e3bac4a7728b,image,healthy_train.263.jpg,healthy_train.263.jpg,69.79KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/e8aa209d-71ce-4a72-936e-e3bac4a7728b,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a green leaf in their hand,healthy(User),"plant[0, 0, 448, 500]; person[0, 396, 180, 104]",mislabels:angular_leaf_spot(0.238)
49df552a-417e-4ce0-84ff-6036afbe823a,image,healthy_train.268.jpg,healthy_train.268.jpg,62.35KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/49df552a-417e-4ce0-84ff-6036afbe823a,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"person[1, 399, 376, 101]",mislabels:angular_leaf_spot(0.230)
1f9a25ee-c389-4776-8c4b-a97e66c4a6ec,image,healthy_train.281.jpg,healthy_train.281.jpg,68.01KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/1f9a25ee-c389-4776-8c4b-a97e66c4a6ec,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green center,healthy(User),"plant[15, 0, 445, 470]; person[0, 230, 306, 269]",mislabels:(0.000)
a2365e26-b803-42be-afbf-9114d0ce3db7,image,healthy_train.283.jpg,healthy_train.283.jpg,62.89KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/a2365e26-b803-42be-afbf-9114d0ce3db7,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[11, 0, 440, 500]",mislabels:angular_leaf_spot(0.221)
261604c2-df24-4c1a-a84b-7c9fc14d4b74,image,healthy_train.284.jpg,healthy_train.284.jpg,58.70KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/261604c2-df24-4c1a-a84b-7c9fc14d4b74,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"person[1, 62, 375, 437]",mislabels:angular_leaf_spot(0.227)
2752e485-b1ac-422d-9f8d-da3fd20ced92,image,healthy_train.297.jpg,healthy_train.297.jpg,53.02KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/2752e485-b1ac-422d-9f8d-da3fd20ced92,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[75, 0, 358, 474]; person[0, 378, 253, 121]",mislabels:bean_rust(0.214)
697c4e95-c5cc-4d30-887b-ac7cbe9fc9d3,image,healthy_train.299.jpg,healthy_train.299.jpg,64.28KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/697c4e95-c5cc-4d30-887b-ac7cbe9fc9d3,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"person[0, 219, 225, 281]",mislabels:angular_leaf_spot(0.242)
e8fff232-49c8-40fe-babb-107117d6116c,image,healthy_train.30.jpg,healthy_train.30.jpg,65.19KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/e8fff232-49c8-40fe-babb-107117d6116c,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in their hand,healthy(User),"person[1, 249, 308, 250]; person[0, 38, 160, 196]; person[0, 21, 338, 476]",mislabels:angular_leaf_spot(0.265)
d81243d4-1d75-44e2-af90-629b1b61db24,image,healthy_train.306.jpg,healthy_train.306.jpg,77.81KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/d81243d4-1d75-44e2-af90-629b1b61db24,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,"a leaf of the plant, which is being held by a person",healthy(User),"plant[10, 0, 471, 499]",mislabels:bean_rust(0.248)
aa906a7a-f389-4436-ab37-2c6598defa69,image,healthy_train.313.jpg,healthy_train.313.jpg,78.80KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/aa906a7a-f389-4436-ab37-2c6598defa69,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[1, 1, 430, 454]; person[76, 371, 424, 129]",mislabels:angular_leaf_spot(0.256)
b63ec687-552f-4161-8645-c1c7cd9b437e,image,healthy_train.322.jpg,healthy_train.322.jpg,45.87KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/b63ec687-552f-4161-8645-c1c7cd9b437e,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"person[0, 446, 68, 54]; plant[18, 203, 471, 296]",mislabels:bean_rust(0.237)
981cd666-e8d8-4e0f-afab-23ade0a3c073,image,healthy_train.326.jpg,healthy_train.326.jpg,76.04KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/981cd666-e8d8-4e0f-afab-23ade0a3c073,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[0, 0, 484, 441]; person[1, 398, 287, 101]",mislabels:bean_rust(0.275)
1b35bd38-2926-4eee-8b40-a3791c2044b6,image,healthy_train.328.jpg,healthy_train.328.jpg,66.01KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/1b35bd38-2926-4eee-8b40-a3791c2044b6,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[2, 0, 403, 488]; person[1, 426, 272, 73]",mislabels:(0.000)
7ff73103-2e9b-48e7-b962-550020d8ba74,image,healthy_train.33.jpg,healthy_train.33.jpg,59.76KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/7ff73103-2e9b-48e7-b962-550020d8ba74,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[41, 0, 353, 469]; person[0, 352, 187, 147]",mislabels:angular_leaf_spot(0.219)
0a1c0ca4-f172-4acf-9e75-20ebd8c1c650,image,healthy_train.333.jpg,healthy_train.333.jpg,59.29KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/0a1c0ca4-f172-4acf-9e75-20ebd8c1c650,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[10, 0, 341, 454]; person[0, 429, 243, 71]",mislabels:bean_rust(0.247)
0f99a454-d943-4b34-8bf0-f62e9f4b71ae,image,healthy_train.49.jpg,healthy_train.49.jpg,57.31KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/0f99a454-d943-4b34-8bf0-f62e9f4b71ae,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[51, 0, 370, 469]; person[0, 376, 307, 124]",mislabels:angular_leaf_spot(0.223)
57d6427f-9f00-4ce5-9c0c-87d5f38b0d91,image,healthy_train.53.jpg,healthy_train.53.jpg,66.53KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/57d6427f-9f00-4ce5-9c0c-87d5f38b0d91,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[56, 0, 346, 376]; person[1, 350, 327, 150]",mislabels:angular_leaf_spot(0.255)
3ffeaa64-6fec-4358-9d28-7ed813c0ebd9,image,healthy_train.59.jpg,healthy_train.59.jpg,70.66KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/3ffeaa64-6fec-4358-9d28-7ed813c0ebd9,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"plant[2, 42, 468, 457]; person[0, 447, 212, 53]",mislabels:bean_rust(0.234)
50bac8f7-fd30-4fc1-9fa5-e2815bb0f1e7,image,healthy_train.63.jpg,healthy_train.63.jpg,55.93KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/50bac8f7-fd30-4fc1-9fa5-e2815bb0f1e7,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field of green plants,healthy(User),,mislabels:bean_rust(0.258)
1e5ae516-de70-4c40-a43b-d490e7ae168e,image,healthy_train.8.jpg,healthy_train.8.jpg,68.37KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/1e5ae516-de70-4c40-a43b-d490e7ae168e,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"plant[8, 0, 458, 499]",mislabels:bean_rust(0.256)
37cf374b-fc40-4ec0-97b8-e4c4e3ba4655,image,healthy_train.88.jpg,healthy_train.88.jpg,57.45KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/37cf374b-fc40-4ec0-97b8-e4c4e3ba4655,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"person[1, 358, 363, 142]",mislabels:bean_rust(0.248)
23d93a85-ec80-45b1-bee0-a8b91c04710d,image,healthy_train.97.jpg,healthy_train.97.jpg,57.63KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/23d93a85-ec80-45b1-bee0-a8b91c04710d,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a large green leaf,healthy(User),"plant[6, 0, 484, 500]",mislabels:bean_rust(0.218)
9c5c9705-815e-4513-9f3b-40436fb92c3c,image,healthy_train.99.jpg,healthy_train.99.jpg,52.16KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/9c5c9705-815e-4513-9f3b-40436fb92c3c,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[1, 42, 401, 457]; person[0, 343, 69, 157]",mislabels:bean_rust(0.240)
0e670ca6-4e2e-4716-aee3-a8f315721243,image,healthy_val.32.jpg,healthy_val.32.jpg,58.04KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/0e670ca6-4e2e-4716-aee3-a8f315721243,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"plant[60, 29, 385, 405]; person[0, 381, 341, 119]",mislabels:angular_leaf_spot(0.239)
3869f85a-08e8-4b90-b3d0-b95502aaaef9,image,healthy_val.39.jpg,healthy_val.39.jpg,69.88KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/3869f85a-08e8-4b90-b3d0-b95502aaaef9,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[0, 1, 479, 498]; person[29, 403, 331, 96]; shoe[30, 389, 97, 109]",mislabels:bean_rust(0.230)
723eb221-782a-4594-8c73-1ae48227ebc2,image,healthy_val.4.jpg,healthy_val.4.jpg,61.02KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/723eb221-782a-4594-8c73-1ae48227ebc2,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[7, 91, 471, 335]; person[1, 403, 268, 97]",mislabels:bean_rust(0.238)
5b53df2c-f135-4614-8fa7-a0a5e90cdc8a,image,healthy_val.6.jpg,healthy_val.6.jpg,59.05KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/5b53df2c-f135-4614-8fa7-a0a5e90cdc8a,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a plant,healthy(User),"person[5, 390, 365, 109]",mislabels:angular_leaf_spot(0.251)
9576b3bf-3e7a-4553-9974-565118fe5af8,image,healthy_val.8.jpg,healthy_val.8.jpg,49.67KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/9576b3bf-3e7a-4553-9974-565118fe5af8,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf in front of a field,healthy(User),"plant[110, 95, 326, 405]; person[332, 444, 99, 56]",mislabels:bean_rust(0.251)
acbd5853-36fc-434c-9fd1-d3862e0b2a23,image,healthy_val.9.jpg,healthy_val.9.jpg,76.83KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/acbd5853-36fc-434c-9fd1-d3862e0b2a23,05b2a5a7-f5d6-4f96-b354-56efbeb9784c,a person holding a leaf with a green leaf,healthy(User),"plant[3, 1, 481, 475]; person[177, 414, 323, 85]",mislabels:bean_rust(0.240)
79e580e0-c7a0-485f-9039-7a3befe72fdf,image,bean_rust_val.43.jpg,bean_rust_val.43.jpg,61.06KB,500,500,http://app.visual-layer.com/dataset/bc41491e-78ae-11ef-ba4b-8a774758b536/data/image/79e580e0-c7a0-485f-9039-7a3befe72fdf,087a4b75-b591-46cb-acef-91cf294c8434,a person holding a leaf with yellow spots on it,bean_rust(User),"flower[418, 93, 82, 68]; person[255, 419, 103, 81]",mislabels:angular_leaf_spot(0.228)
